customerID,tenure,MonthlyCharges,TotalCharges,InternetService,Contract,Churn,TotalServicesUsed,ChurnProbability,PredictedChurn,RiskLevel,RetentionStrategy
8270-RKSAP,9,70.5,597.9,Fiber optic,Month-to-month,No,0,0.8368382561902014,Yes,High Risk,Offer contract upgrade discount
6522-YRBXD,35,94.55,3365.4,Fiber optic,Month-to-month,No,3,0.3626793773373761,No,Normal Risk,Continue regular engagement
2640-LYMOV,2,19.65,38.8,No,Month-to-month,No,0,0.3779764257379202,No,Normal Risk,Continue regular engagement
1218-VKFPE,12,19.0,233.55,No,Month-to-month,Yes,0,0.16906799060706343,No,Normal Risk,Continue regular engagement
3627-FHKBK,1,75.3,75.3,Fiber optic,Month-to-month,Yes,1,0.6948287494676169,Yes,Normal Risk,Continue regular engagement
2865-TCHJW,4,89.2,346.2,Fiber optic,Month-to-month,Yes,2,0.8196206789996374,Yes,High Risk,Offer contract upgrade discount
1423-BMPBQ,1,19.0,19.0,No,Month-to-month,No,0,0.25330964401420014,No,Normal Risk,Continue regular engagement
2393-DIVAI,3,20.0,61.7,No,Month-to-month,No,0,0.43875430359259987,No,Normal Risk,Continue regular engagement
5192-EBGOV,1,85.7,85.7,Fiber optic,Month-to-month,Yes,1,0.873604557599341,Yes,High Risk,Offer contract upgrade discount
4568-KNYWR,52,63.25,3342.45,DSL,Two year,No,3,0.019826968407626044,No,Normal Risk,Continue regular engagement
8752-IMQOS,5,20.1,85.1,No,One year,No,0,0.07531714947428261,No,Normal Risk,Continue regular engagement
0742-LAFQK,72,99.15,7422.1,Fiber optic,Two year,No,4,0.09277330119215661,No,Normal Risk,Continue regular engagement
0795-LAFGP,71,90.4,6668.05,DSL,Two year,No,6,0.011650590807962083,No,Normal Risk,Continue regular engagement
0619-OLYUR,72,111.9,8071.05,Fiber optic,Two year,No,5,0.07593029980792783,No,Normal Risk,Continue regular engagement
5512-IDZEI,46,24.9,1174.8,No,One year,No,0,0.015842550896520386,No,Normal Risk,Continue regular engagement
0459-SPZHJ,63,83.5,5435.0,DSL,Two year,No,5,0.00998697918355192,No,Normal Risk,Continue regular engagement
0215-BQKGS,30,84.3,2438.6,Fiber optic,Month-to-month,No,3,0.2315675837434357,No,Normal Risk,Continue regular engagement
9244-ZVAPM,1,45.6,45.6,DSL,Month-to-month,No,0,0.6245459230790863,Yes,Normal Risk,Continue regular engagement
0719-SYFRB,12,61.65,713.75,DSL,Month-to-month,Yes,3,0.19472190192012892,No,Normal Risk,Continue regular engagement
8208-EUMTE,16,54.85,916.15,DSL,Two year,No,5,0.02399979188971777,No,Normal Risk,Continue regular engagement
5172-MIGPM,4,65.55,237.2,DSL,Month-to-month,No,2,0.47829526707276643,No,Normal Risk,Continue regular engagement
1710-RCXUS,51,90.35,4614.55,Fiber optic,One year,No,2,0.20588681698724423,No,Normal Risk,Continue regular engagement
0374-FIUCA,65,20.4,1414.45,No,Two year,No,0,0.004853839483377892,No,Normal Risk,Continue regular engagement
5839-SUYVZ,16,74.55,1170.5,Fiber optic,Month-to-month,No,1,0.40041265520735514,No,Normal Risk,Continue regular engagement
5173-ZXXXL,2,19.95,47.7,No,One year,No,0,0.17511364350428263,No,Normal Risk,Continue regular engagement
1096-ADRUX,66,74.25,4859.25,Fiber optic,One year,No,0,0.23692521541688114,No,Normal Risk,Continue regular engagement
2001-MCUUW,46,108.65,4903.2,Fiber optic,Two year,No,5,0.15345245133251684,No,Normal Risk,Continue regular engagement
2731-GJRDG,32,109.55,3608.0,Fiber optic,One year,No,5,0.3666688550158994,No,Normal Risk,Continue regular engagement
4723-BEGSG,72,86.65,6094.25,DSL,Two year,No,5,0.014997198768776298,No,Normal Risk,Continue regular engagement
6516-NKQBO,38,81.0,3084.9,DSL,Two year,No,5,0.012420610657979149,No,Normal Risk,Continue regular engagement
8672-OAUPW,51,47.85,2356.75,DSL,One year,No,1,0.01712804174050473,No,Normal Risk,Continue regular engagement
8207-DMRVL,72,114.55,8306.05,Fiber optic,Two year,No,6,0.06278076477283417,No,Normal Risk,Continue regular engagement
3419-SNJJD,65,105.25,6786.4,Fiber optic,Month-to-month,Yes,4,0.5763390530496305,Yes,Normal Risk,Continue regular engagement
6543-CPZMK,9,29.95,248.95,DSL,Month-to-month,Yes,1,0.4330668002219289,No,Normal Risk,Continue regular engagement
4765-OXPPD,9,65.0,663.05,DSL,Month-to-month,Yes,4,0.08675345872035574,No,Normal Risk,Continue regular engagement
2804-ETQDK,66,20.55,1357.1,No,Two year,No,0,0.0035134115431652278,No,Normal Risk,Continue regular engagement
6689-VRRTK,44,109.8,4860.35,Fiber optic,One year,No,5,0.17160833396361644,No,Normal Risk,Continue regular engagement
7138-GIRSH,50,69.5,3418.2,DSL,Two year,No,3,0.07196451498076782,No,Normal Risk,Continue regular engagement
9396-ZSFLL,15,48.85,631.4,DSL,Month-to-month,No,0,0.3916160800148133,No,Normal Risk,Continue regular engagement
6464-KEXXH,8,25.25,186.3,DSL,Month-to-month,No,0,0.6150936048204829,Yes,Normal Risk,Continue regular engagement
7134-MJPDY,66,102.85,6976.75,Fiber optic,One year,No,4,0.19396326512914158,No,Normal Risk,Continue regular engagement
5240-CAOYT,57,87.55,4884.85,Fiber optic,Month-to-month,No,3,0.3008036136800566,No,Normal Risk,Continue regular engagement
4059-IIEBK,7,78.55,522.95,Fiber optic,Month-to-month,No,1,0.8518081662956758,Yes,High Risk,Offer contract upgrade discount
4881-JVQOD,10,34.55,362.6,DSL,Month-to-month,No,1,0.606890051179724,Yes,Normal Risk,Continue regular engagement
0516-UXRMT,62,92.05,5755.8,Fiber optic,One year,No,3,0.19898646860395786,No,Normal Risk,Continue regular engagement
4851-BQDNX,40,85.05,3355.65,Fiber optic,One year,No,2,0.22711326176022067,No,Normal Risk,Continue regular engagement
5148-HKFIR,20,19.7,406.95,No,Two year,No,0,0.04011773893107044,No,Normal Risk,Continue regular engagement
1009-IRMNA,7,20.0,137.6,No,Month-to-month,Yes,0,0.5834063601874279,Yes,Normal Risk,Continue regular engagement
3003-CMDUU,25,95.15,2395.7,Fiber optic,Month-to-month,No,3,0.68046990049772,Yes,Normal Risk,Continue regular engagement
5016-IBERQ,23,84.25,1968.1,Fiber optic,Month-to-month,No,2,0.4397290562310291,No,Normal Risk,Continue regular engagement
6797-UCJHZ,66,104.6,6819.45,Fiber optic,One year,No,4,0.19264357410357522,No,Normal Risk,Continue regular engagement
2469-DTSGX,72,111.65,7943.45,Fiber optic,Two year,No,5,0.18230899954995047,No,Normal Risk,Continue regular engagement
4554-YGZIH,49,90.05,4547.25,Fiber optic,Month-to-month,Yes,2,0.3483029959487397,No,Normal Risk,Continue regular engagement
5099-BAILX,43,110.75,4687.9,Fiber optic,Month-to-month,Yes,5,0.35504082761690564,No,Normal Risk,Continue regular engagement
9931-KGHOA,46,55.0,2473.95,DSL,Month-to-month,No,1,0.244729332326568,No,Normal Risk,Continue regular engagement
1775-KWJKQ,72,89.85,6562.9,DSL,Two year,No,6,0.005789998052792709,No,Normal Risk,Continue regular engagement
7665-VIGUD,10,20.35,176.3,No,One year,No,0,0.1355839830686823,No,Normal Risk,Continue regular engagement
9411-TPQQV,40,54.55,2236.2,DSL,One year,No,4,0.16287011277554697,No,Normal Risk,Continue regular engagement
7207-RMRDB,65,105.5,6985.65,Fiber optic,Month-to-month,Yes,4,0.5174604341528236,Yes,Normal Risk,Continue regular engagement
7954-MLBUN,31,99.45,3109.9,Fiber optic,Two year,No,4,0.3086736168639832,No,Normal Risk,Continue regular engagement
2077-DDHJK,68,70.9,4911.35,DSL,Two year,No,4,0.006651534944959669,No,Normal Risk,Continue regular engagement
4913-EHYUI,56,104.55,5794.65,Fiber optic,One year,Yes,4,0.18146608780634452,No,Normal Risk,Continue regular engagement
0195-IESCP,10,85.25,855.3,Fiber optic,Month-to-month,Yes,1,0.8279358129346551,Yes,High Risk,Offer contract upgrade discount
9574-BOSMD,68,25.4,1620.2,No,Two year,No,0,0.00596159052561562,No,Normal Risk,Continue regular engagement
4580-TMHJU,43,56.15,2499.3,DSL,Month-to-month,Yes,1,0.2771226933056296,No,Normal Risk,Continue regular engagement
0970-ETWGE,1,89.55,89.55,Fiber optic,Month-to-month,Yes,2,0.8869896974019315,Yes,High Risk,Offer contract upgrade discount
4908-XAXAY,49,89.85,4287.2,Fiber optic,One year,No,3,0.39043107308407166,No,Normal Risk,Continue regular engagement
8404-VLQFB,15,25.25,394.85,No,Month-to-month,No,0,0.15018247899465048,No,Normal Risk,Continue regular engagement
1626-ERCMM,20,94.55,1899.65,Fiber optic,Month-to-month,Yes,2,0.6726577261548919,Yes,Normal Risk,Continue regular engagement
0887-HJGAR,1,45.7,45.7,DSL,Month-to-month,Yes,0,0.6424893971958483,Yes,Normal Risk,Continue regular engagement
2391-IPLOP,50,69.65,3442.15,DSL,One year,No,3,0.03905516179141373,No,Normal Risk,Continue regular engagement
5644-PDMZC,2,89.5,161.5,Fiber optic,Month-to-month,Yes,2,0.7981854678296724,Yes,High Risk,Offer contract upgrade discount
3509-GWQGF,24,70.0,1732.6,Fiber optic,Month-to-month,No,0,0.4539046117546915,No,Normal Risk,Continue regular engagement
9576-ANLXO,3,69.55,222.3,Fiber optic,Month-to-month,Yes,0,0.9132174565712047,Yes,High Risk,Offer contract upgrade discount
2024-BASKD,1,74.6,74.6,Fiber optic,Month-to-month,Yes,1,0.7872897489610597,Yes,High Risk,Offer contract upgrade discount
5845-BZZIB,35,20.1,655.3,No,Two year,No,0,0.008788464258037821,No,Normal Risk,Continue regular engagement
1140-UKVZG,17,24.8,475.25,No,Month-to-month,No,0,0.18448113724413542,No,Normal Risk,Continue regular engagement
4160-AMJTL,8,19.65,164.3,No,Month-to-month,Yes,0,0.4074447215460609,No,Normal Risk,Continue regular engagement
5183-SNMJQ,10,95.1,865.1,Fiber optic,Month-to-month,No,3,0.6759898304622861,Yes,Normal Risk,Continue regular engagement
8100-PNJMH,68,88.85,6132.7,DSL,Two year,No,6,0.0058729202261003,No,Normal Risk,Continue regular engagement
7838-LAZFO,45,78.8,3597.5,DSL,One year,No,5,0.08847687152071732,No,Normal Risk,Continue regular engagement
4464-JCOLN,2,19.85,35.9,No,One year,Yes,0,0.08302080145525821,No,Normal Risk,Continue regular engagement
2085-JVGAD,37,20.35,697.65,No,Month-to-month,No,0,0.13731470470923016,No,Normal Risk,Continue regular engagement
5650-VDUDS,4,24.25,96.05,DSL,Month-to-month,Yes,0,0.7237548722773289,Yes,High Risk,Offer contract upgrade discount
8095-WANWK,10,45.25,428.7,DSL,Month-to-month,No,0,0.615635300157232,Yes,Normal Risk,Continue regular engagement
3030-ZKIWL,1,20.05,20.05,No,Month-to-month,No,0,0.377957812656399,No,Normal Risk,Continue regular engagement
9565-FLVCG,65,69.55,4459.15,DSL,Two year,No,3,0.00939131240422881,No,Normal Risk,Continue regular engagement
8755-OGKNA,57,19.5,1167.6,No,Two year,No,0,0.010567535041745211,No,Normal Risk,Continue regular engagement
2800-VEQXM,3,74.75,238.1,Fiber optic,Month-to-month,No,1,0.7841219149747718,Yes,High Risk,Offer contract upgrade discount
7538-GWHML,2,69.65,145.15,Fiber optic,Month-to-month,Yes,0,0.8721680109317551,Yes,High Risk,Offer contract upgrade discount
5533-RJFTJ,49,30.2,1453.1,DSL,Month-to-month,No,1,0.3160235621164593,No,Normal Risk,Continue regular engagement
3859-CVCET,4,45.65,191.05,DSL,Month-to-month,Yes,0,0.6664885745976875,Yes,Normal Risk,Continue regular engagement
0214-JHPFW,70,57.8,4039.3,DSL,Two year,No,5,0.035895613744763105,No,Normal Risk,Continue regular engagement
5642-MHDQT,53,19.85,1039.45,No,One year,No,0,0.022578820828755484,No,Normal Risk,Continue regular engagement
3088-FVYWK,53,25.55,1336.1,No,Two year,No,0,0.004227678862725018,No,Normal Risk,Continue regular engagement
3276-HDUEG,1,75.05,75.05,Fiber optic,Month-to-month,Yes,0,0.8290830696446312,Yes,High Risk,Offer contract upgrade discount
9092-GDZKO,22,24.85,493.4,No,Month-to-month,No,0,0.11326718926844725,No,Normal Risk,Continue regular engagement
0823-HSCDJ,52,49.15,2550.9,DSL,Month-to-month,Yes,3,0.26168434112349603,No,Normal Risk,Continue regular engagement
3729-OWRVL,65,110.35,7246.15,Fiber optic,Two year,No,5,0.11421842256167558,No,Normal Risk,Continue regular engagement
2324-AALNO,48,24.55,1203.95,No,One year,No,0,0.06028397657320319,No,Normal Risk,Continue regular engagement
0822-GAVAP,2,34.7,62.25,DSL,Month-to-month,Yes,1,0.8437142609056297,Yes,High Risk,Offer contract upgrade discount
5760-IFJOZ,3,107.95,313.6,Fiber optic,Month-to-month,No,4,0.745906028757342,Yes,High Risk,Offer contract upgrade discount
2826-UWHIS,45,81.4,3775.85,Fiber optic,Month-to-month,No,1,0.5972861027208038,Yes,Normal Risk,Continue regular engagement
1448-PWKYE,1,80.0,80.0,Fiber optic,Month-to-month,Yes,1,0.7395200372481657,Yes,High Risk,Offer contract upgrade discount
7501-IWUNG,61,73.8,4616.05,DSL,Two year,No,4,0.048002771650578174,No,Normal Risk,Continue regular engagement
4957-TREIR,3,64.4,195.65,DSL,Month-to-month,No,3,0.2754048594692451,No,Normal Risk,Continue regular engagement
7251-LJBQN,40,103.75,4188.4,Fiber optic,One year,No,4,0.2246603517310865,No,Normal Risk,Continue regular engagement
8040-MNRTF,1,71.1,71.1,Fiber optic,Month-to-month,No,0,0.834545123130879,Yes,High Risk,Offer contract upgrade discount
1536-HBSWP,1,49.9,49.9,DSL,Month-to-month,No,1,0.6335883220077767,Yes,Normal Risk,Continue regular engagement
5313-FPXWG,51,24.6,1266.4,No,One year,No,0,0.044931823719294446,No,Normal Risk,Continue regular engagement
0067-DKWBL,2,49.25,91.1,DSL,Month-to-month,Yes,1,0.46941939481296574,No,Normal Risk,Continue regular engagement
0946-FKYTX,52,30.1,1623.4,DSL,One year,No,1,0.05200483251359542,No,Normal Risk,Continue regular engagement
5076-YVXCM,51,83.4,4149.45,Fiber optic,Month-to-month,No,1,0.7097652872729165,Yes,High Risk,Offer contract upgrade discount
8262-COGGB,1,20.45,20.45,No,Month-to-month,No,0,0.401611381496728,No,Normal Risk,Continue regular engagement
6663-JOCQO,31,75.25,2344.5,DSL,One year,No,4,0.04093907709135039,No,Normal Risk,Continue regular engagement
9620-QJREV,47,20.55,1013.05,No,One year,No,0,0.011135089033852122,No,Normal Risk,Continue regular engagement
2276-YDAVZ,3,75.1,270.7,Fiber optic,Month-to-month,Yes,0,0.805112987974847,Yes,High Risk,Offer contract upgrade discount
2682-KEVRP,22,20.05,417.0,No,One year,No,0,0.0523248533045738,No,Normal Risk,Continue regular engagement
2480-JZOSN,1,20.65,20.65,No,Month-to-month,No,0,0.40899213912220433,No,Normal Risk,Continue regular engagement
0078-XZMHT,72,85.15,6316.2,DSL,Two year,No,5,0.054022077411970744,No,Normal Risk,Continue regular engagement
5896-NPFWW,3,50.15,168.15,DSL,Month-to-month,Yes,1,0.45396936254744696,No,Normal Risk,Continue regular engagement
9978-HYCIN,47,84.95,4018.05,Fiber optic,One year,No,2,0.20912553148505636,No,Normal Risk,Continue regular engagement
8338-QIUNR,72,66.5,4811.6,DSL,Two year,No,3,0.0038605915433309133,No,Normal Risk,Continue regular engagement
1525-LNLOJ,66,63.3,4189.7,DSL,Two year,No,2,0.0375865783341401,No,Normal Risk,Continue regular engagement
9450-TRJUU,35,83.15,2848.45,Fiber optic,Month-to-month,No,1,0.664894532278051,Yes,Normal Risk,Continue regular engagement
1766-GKNMI,29,84.9,2516.2,Fiber optic,Month-to-month,No,1,0.7468763522025977,Yes,High Risk,Offer contract upgrade discount
6942-LBFDP,2,20.55,33.6,No,Month-to-month,No,0,0.45781254095787904,No,Normal Risk,Continue regular engagement
1456-TWCGB,4,49.25,208.45,DSL,Month-to-month,No,1,0.47602985514561685,No,Normal Risk,Continue regular engagement
7133-VBDCG,25,79.85,2015.35,Fiber optic,Month-to-month,Yes,2,0.6003366133820711,Yes,Normal Risk,Continue regular engagement
7596-ZYWBB,65,59.6,3739.8,DSL,Two year,No,3,0.009362643266127615,No,Normal Risk,Continue regular engagement
8329-UTMVM,27,104.65,2964.0,Fiber optic,One year,No,4,0.37654907723222497,No,Normal Risk,Continue regular engagement
3014-WJKSM,29,75.3,2263.4,Fiber optic,Month-to-month,No,1,0.4422080127028931,No,Normal Risk,Continue regular engagement
3347-YJZZE,29,80.1,2211.8,DSL,Month-to-month,No,4,0.13356236370326358,No,Normal Risk,Continue regular engagement
1029-QFBEN,1,19.55,19.55,No,Month-to-month,Yes,0,0.3693093778294221,No,Normal Risk,Continue regular engagement
7929-DMBCV,20,81.0,1683.7,Fiber optic,Month-to-month,No,2,0.40401032547182886,No,Normal Risk,Continue regular engagement
9661-JALZV,58,24.7,1519.0,No,Two year,No,0,0.010820099770536417,No,Normal Risk,Continue regular engagement
5433-KYGHE,14,86.0,1164.05,Fiber optic,Month-to-month,No,2,0.239762255112022,No,Normal Risk,Continue regular engagement
4312-KFRXN,72,25.4,1710.9,No,Two year,No,0,0.004090228400975627,No,Normal Risk,Continue regular engagement
5575-TPIZQ,46,89.15,4245.55,Fiber optic,Month-to-month,No,2,0.39021498474424277,No,Normal Risk,Continue regular engagement
0114-IGABW,71,58.25,4145.9,DSL,Two year,No,5,0.036885018741338045,No,Normal Risk,Continue regular engagement
9944-AEXBM,32,85.65,2664.3,Fiber optic,Month-to-month,No,1,0.8085464154377043,Yes,High Risk,Offer contract upgrade discount
1853-ARAAQ,26,50.35,1277.5,DSL,Month-to-month,No,3,0.4731307599614342,No,Normal Risk,Continue regular engagement
6952-OMNWB,68,80.35,5589.3,Fiber optic,Month-to-month,No,1,0.2594332240756899,No,Normal Risk,Continue regular engagement
4697-LUPSU,2,20.2,34.75,No,One year,No,0,0.08496428983880104,No,Normal Risk,Continue regular engagement
8434-VGEQQ,61,20.55,1305.95,No,Two year,No,0,0.0029446492231895507,No,Normal Risk,Continue regular engagement
4952-YSOGZ,4,85.95,381.3,Fiber optic,Month-to-month,Yes,1,0.801025445813274,Yes,High Risk,Offer contract upgrade discount
1589-AGTLK,3,45.35,141.5,DSL,Month-to-month,Yes,0,0.7170568886452446,Yes,High Risk,Offer contract upgrade discount
5244-IRFIH,33,94.5,3105.55,Fiber optic,Month-to-month,Yes,2,0.6737774059133316,Yes,Normal Risk,Continue regular engagement
6549-YMFAW,9,21.25,204.55,No,Month-to-month,No,0,0.23875997733673737,No,Normal Risk,Continue regular engagement
4950-HKQTE,22,26.25,605.9,No,Two year,No,0,0.04270005970648021,No,Normal Risk,Continue regular engagement
6786-OBWQR,5,80.85,356.1,Fiber optic,Month-to-month,No,1,0.7884829964454829,Yes,High Risk,Offer contract upgrade discount
2684-EIWEO,30,91.7,2758.15,Fiber optic,Month-to-month,Yes,3,0.2703426217683679,No,Normal Risk,Continue regular engagement
2753-JMMCV,65,74.2,4805.65,DSL,Two year,No,4,0.017010941749160235,No,Normal Risk,Continue regular engagement
6439-GTPCA,45,87.25,3941.7,Fiber optic,Month-to-month,Yes,2,0.5508328417838276,Yes,Normal Risk,Continue regular engagement
6621-YOBKI,5,20.35,92.75,No,Month-to-month,No,0,0.3455177458514716,No,Normal Risk,Continue regular engagement
1216-JWVUX,25,75.5,1901.05,Fiber optic,Month-to-month,No,1,0.4143859820707281,No,Normal Risk,Continue regular engagement
7564-GHCVB,72,79.05,5730.7,Fiber optic,Two year,No,1,0.0784610378201915,No,Normal Risk,Continue regular engagement
1173-NOEYG,27,90.15,2423.4,Fiber optic,Month-to-month,No,2,0.7723693365398585,Yes,High Risk,Offer contract upgrade discount
7595-EHCDL,32,50.6,1653.45,DSL,Month-to-month,No,3,0.19781561284183866,No,Normal Risk,Continue regular engagement
6647-ZEDXT,30,110.45,3327.05,Fiber optic,One year,No,5,0.22813913710590847,No,Normal Risk,Continue regular engagement
2521-NPUZR,70,101.0,7085.5,Fiber optic,Two year,No,5,0.030229940765928876,No,Normal Risk,Continue regular engagement
1307-TVUFB,42,79.35,3344.1,Fiber optic,Month-to-month,No,1,0.567315340728309,Yes,Normal Risk,Continue regular engagement
7503-MIOGA,72,89.85,6697.35,DSL,Two year,No,6,0.030331225303120216,No,Normal Risk,Continue regular engagement
4381-MHQDC,47,65.0,2879.9,DSL,Two year,No,3,0.01811865306800225,No,Normal Risk,Continue regular engagement
6923-JHPMP,2,80.45,137.1,Fiber optic,Month-to-month,No,2,0.7382396310617031,Yes,High Risk,Offer contract upgrade discount
5138-WVKYJ,10,98.55,1008.55,Fiber optic,Month-to-month,Yes,3,0.7474735362819669,Yes,High Risk,Offer contract upgrade discount
4018-PPNDW,61,24.1,1551.6,No,Two year,No,0,0.004572800506938078,No,Normal Risk,Continue regular engagement
1635-FJFCC,5,44.05,202.15,DSL,Month-to-month,No,0,0.6115165272064073,Yes,Normal Risk,Continue regular engagement
2499-AJYUA,72,110.8,7882.25,Fiber optic,Two year,No,5,0.0877547737066638,No,Normal Risk,Continue regular engagement
6919-ELBGL,72,114.95,8196.4,Fiber optic,Two year,No,6,0.051700787177540584,No,Normal Risk,Continue regular engagement
3966-HRMZA,3,75.05,202.9,Fiber optic,Month-to-month,No,1,0.724501031652913,Yes,High Risk,Offer contract upgrade discount
6425-JWTDV,48,19.25,855.1,No,Two year,No,0,0.008660199466899983,No,Normal Risk,Continue regular engagement
8405-IGQFX,63,90.05,5817.0,Fiber optic,One year,No,3,0.18621120116001003,No,Normal Risk,Continue regular engagement
8224-IVVPA,27,56.7,1652.95,DSL,Month-to-month,No,2,0.2122543123865705,No,Normal Risk,Continue regular engagement
9477-LGWQI,70,80.15,5600.15,DSL,Two year,No,5,0.009554704252489395,No,Normal Risk,Continue regular engagement
1410-RSCMR,7,71.35,515.75,DSL,Month-to-month,No,4,0.1242877768097886,No,Normal Risk,Continue regular engagement
3115-CZMZD,0,20.25,,No,Two year,No,0,0.07059278592628786,No,Normal Risk,Continue regular engagement
0139-IVFJG,2,90.35,190.5,Fiber optic,Month-to-month,No,3,0.6706928648685838,Yes,Normal Risk,Continue regular engagement
6683-VLCTZ,20,98.55,1842.8,Fiber optic,Month-to-month,Yes,3,0.6461658513416614,Yes,Normal Risk,Continue regular engagement
5730-DBDSI,66,19.7,1253.8,No,Two year,No,0,0.012783104304877883,No,Normal Risk,Continue regular engagement
0030-FNXPP,3,19.85,57.2,No,Month-to-month,No,0,0.41849070188922816,No,Normal Risk,Continue regular engagement
2189-WWOEW,15,85.9,1269.55,Fiber optic,Month-to-month,Yes,2,0.6996602973338765,Yes,Normal Risk,Continue regular engagement
5684-FJVYR,72,90.35,6563.4,Fiber optic,Two year,No,3,0.04472533865900575,No,Normal Risk,Continue regular engagement
4013-GUXND,1,20.8,20.8,No,Month-to-month,No,0,0.3910758362383802,No,Normal Risk,Continue regular engagement
1894-IGFSG,22,89.25,1907.85,Fiber optic,Month-to-month,Yes,2,0.7931188260704916,Yes,High Risk,Offer contract upgrade discount
7379-POKDZ,3,70.3,208.85,Fiber optic,Month-to-month,Yes,0,0.8178241059159664,Yes,High Risk,Offer contract upgrade discount
1266-NZYUI,72,66.85,4758.8,DSL,Two year,No,3,0.012224451832011103,No,Normal Risk,Continue regular engagement
7969-FFOWG,65,19.9,1292.6,No,Two year,No,0,0.0026710007898920565,No,Normal Risk,Continue regular engagement
4718-DHSMV,11,35.8,363.15,DSL,Month-to-month,No,1,0.7281496514858031,Yes,High Risk,Offer contract upgrade discount
5175-WLYXL,22,78.85,1600.25,Fiber optic,Month-to-month,No,1,0.4477749107173956,No,Normal Risk,Continue regular engagement
7817-OMJNA,14,20.4,275.7,No,One year,No,0,0.14140465561378737,No,Normal Risk,Continue regular engagement
8728-SKJLR,41,74.25,3089.1,Fiber optic,Month-to-month,No,1,0.4674057333563694,No,Normal Risk,Continue regular engagement
3137-NYQQI,17,64.8,1175.6,DSL,One year,No,3,0.06183522130631509,No,Normal Risk,Continue regular engagement
7706-DZNKK,11,20.45,237.3,No,Month-to-month,No,0,0.28119468478673193,No,Normal Risk,Continue regular engagement
0236-HFWSV,15,93.35,1444.65,Fiber optic,Month-to-month,Yes,2,0.7681427517601626,Yes,High Risk,Offer contract upgrade discount
3900-AQPHZ,1,19.9,19.9,No,Month-to-month,Yes,0,0.4392101818603537,No,Normal Risk,Continue regular engagement
5842-POCOP,5,88.9,454.15,Fiber optic,Month-to-month,Yes,3,0.6016272989055933,Yes,Normal Risk,Continue regular engagement
2037-XJFUP,33,95.8,3036.75,Fiber optic,One year,Yes,3,0.4524548698974424,No,Normal Risk,Continue regular engagement
8823-RLPWL,72,110.65,8065.65,Fiber optic,Two year,No,5,0.11080868621310666,No,Normal Risk,Continue regular engagement
9505-SQFSW,3,40.3,92.5,DSL,Month-to-month,No,2,0.4825850618854512,No,Normal Risk,Continue regular engagement
7314-OXENN,2,82.0,184.65,Fiber optic,Month-to-month,Yes,1,0.8104744239866744,Yes,High Risk,Offer contract upgrade discount
3758-CKOQL,59,107.0,6152.3,Fiber optic,One year,No,5,0.08262284756520402,No,Normal Risk,Continue regular engagement
0322-CHQRU,2,45.35,89.5,DSL,Month-to-month,Yes,0,0.7082639772643851,Yes,High Risk,Offer contract upgrade discount
5676-CFLYY,71,73.35,5154.5,DSL,Two year,No,4,0.009321588018247208,No,Normal Risk,Continue regular engagement
7521-AFHAB,5,44.8,220.45,DSL,Month-to-month,No,0,0.4387337918906803,No,Normal Risk,Continue regular engagement
0285-INHLN,27,54.75,1510.3,DSL,Month-to-month,No,2,0.05925045547116551,No,Normal Risk,Continue regular engagement
4678-DVQEO,1,52.2,52.2,DSL,Month-to-month,Yes,1,0.6720863964318902,Yes,Normal Risk,Continue regular engagement
5125-CNDSP,63,40.6,2588.95,DSL,One year,No,3,0.015957607266041153,No,Normal Risk,Continue regular engagement
0691-IFBQW,46,110.0,4874.8,Fiber optic,One year,Yes,5,0.25433551380924285,No,Normal Risk,Continue regular engagement
4992-LTJNE,72,55.3,3983.6,DSL,Two year,No,1,0.015657181368560962,No,Normal Risk,Continue regular engagement
2202-OUTMO,34,60.85,2003.6,DSL,Month-to-month,No,2,0.21723488413785066,No,Normal Risk,Continue regular engagement
0810-BDHAW,24,78.4,1832.4,DSL,One year,No,4,0.06361812842366173,No,Normal Risk,Continue regular engagement
0229-LFJAF,72,69.65,4908.25,DSL,Two year,No,4,0.012797693861654986,No,Normal Risk,Continue regular engagement
7131-ZQZNK,60,59.85,3590.2,DSL,Two year,No,5,0.008969027405148659,No,Normal Risk,Continue regular engagement
3442-ZHHCC,68,76.9,5023.0,DSL,One year,No,4,0.030950879481074493,No,Normal Risk,Continue regular engagement
5726-CVNYA,8,19.85,146.6,No,Two year,No,0,0.05488616831258911,No,Normal Risk,Continue regular engagement
9871-ELEYA,34,67.65,2339.3,DSL,Two year,No,4,0.012143835999171085,No,Normal Risk,Continue regular engagement
4257-GAESD,6,45.0,298.7,DSL,Month-to-month,No,2,0.7509972760553968,Yes,High Risk,Offer contract upgrade discount
5173-WXOQV,2,64.2,143.65,DSL,Month-to-month,No,3,0.3315307214890887,No,Normal Risk,Continue regular engagement
2040-OBMLJ,31,81.7,2548.65,Fiber optic,One year,No,1,0.20198569288319884,No,Normal Risk,Continue regular engagement
6286-ZHAOK,20,25.55,507.4,No,Month-to-month,No,0,0.17974190037321644,No,Normal Risk,Continue regular engagement
3807-XHCJH,1,20.0,20.0,No,Month-to-month,No,0,0.34291413462466713,No,Normal Risk,Continue regular engagement
3009-JWMPU,62,96.75,6125.4,Fiber optic,One year,Yes,3,0.3977640364354015,No,Normal Risk,Continue regular engagement
5671-RQRLP,70,75.65,5411.4,Fiber optic,Two year,No,0,0.09953325573338778,No,Normal Risk,Continue regular engagement
